Date,Open,High,Low,Close,Volume,Daily_Return,20d_MA,50d_MA
2023-02-17,907.13,922.36,905.12,914.93,2569777,-0.014052,885.21,
2023-02-20,926.41,935.05,924.94,930.48,1546301,0.016996,891.06,
2023-02-21,954.05,966.93,949.9,956.42,2637176,0.027878,895.12,
2023-02-22,948.11,951.28,945.97,947.49,1538581,-0.009337,899.49,
2023-02-23,952.9,959.56,948.42,954.7,954009,0.00761,903.6,
2023-02-24,956.66,961.19,954.22,956.16,1110099,0.001529,907.82,
2023-02-27,974.45,979.31,971.55,974.6,1076624,0.019285,913.72,
2023-02-28,982.73,989.45,978.83,985.94,2847704,0.011636,921.64,
2023-03-01,996.54,1001.04,990.36,994.48,4391430,0.008662,928.47,
2023-03-02,1004.3,1005.91,995.69,999.06,1005881,0.004605,935.49,
2023-03-03,1041.26,1047.22,1022.71,1036.5,2381273,0.037475,943.26,
2023-03-06,1003.4,1010.89,1002.69,1007.95,3366109,-0.027545,949.48,
2023-03-07,973.75,977.43,967.75,976.32,532451,-0.031381,952.46,
2023-03-08,1005.69,1006.69,999.96,1002.9,1680775,0.027225,956.93,
2023-03-09,1002.98,1014.54,996.76,1004.66,855941,0.001755,963.93,
2023-03-10,1062.63,1075.94,1054.98,1065.72,3179421,0.060777,971.2,910.02
2023-03-13,1059.16,1060.51,1054.81,1056.84,4205398,-0.008332,976.89,912.68
2023-03-14,1031.08,1039.19,1024.9,1033.65,2233050,-0.021943,982.61,915.06
2023-03-15,1037.82,1038.15,1031.35,1033.99,1068870,0.000329,988.04,917.07
2023-03-16,1055.24,1060.81,1054.73,1057.5,3264678,0.022737,994.51,920.48
2023-03-17,1036.93,1042.95,1031.26,1033.7,4740500,-0.022506,1000.45,922.63
2023-03-20,1013.83,1031.29,1003.69,1020.61,1120009,-0.012663,1004.96,924.43
2023-03-21,1059.18,1060.59,1056.31,1059.61,523214,0.038212,1010.12,927.36
2023-03-22,1040.2,1044.07,1034.91,1036.11,2346834,-0.022178,1014.55,931.2
2023-03-23,1031.48,1032.46,1030.3,1031.89,8329098,-0.004073,1018.41,935.3
2023-03-24,1009.13,1017.61,1008.66,1015.79,468490,-0.015602,1021.39,938.81
2023-03-27,1035.24,1062.28,1029.77,1036.47,1192020,0.020359,1024.48,943.34
2023-03-28,1037.93,1044.8,1025.44,1033.56,1204794,-0.002808,1026.87,947.45
2023-03-29,1060.48,1068.04,1057.64,1063.89,1821338,0.029345,1030.34,952.65
2023-03-30,1066.58,1069.67,1062.5,1067.24,2008943,0.003149,1033.75,957.31
2023-03-31,1011.98,1028.62,1010.83,1012.09,2517780,-0.051675,1032.52,961.81
2023-04-03,965.53,974.25,953.38,972.61,725433,-0.039008,1030.76,964.99
2023-04-04,947.37,951.78,938.67,948.44,2000095,-0.024851,1029.36,966.46
2023-04-05,962.59,964.11,960.87,962.66,3405484,0.014993,1027.35,968.51
2023-04-06,1012.65,1026.24,1007.37,1020.63,2495253,0.060219,1028.15,971.47
2023-04-07,997.23,1001.25,988.12,1000.19,1450960,-0.020027,1024.87,974.04
2023-04-10,946.67,949.42,940.73,949.25,1772661,-0.05093,1019.49,975.89
2023-04-11,944.36,947.53,942.9,945.36,3091995,-0.004098,1015.08,978.25
2023-04-12,964.54,964.71,963.49,964.56,1537496,0.02031,1011.61,980.38
2023-04-13,936.58,938.06,920.55,934.78,936651,-0.030874,1005.47,981.91
2023-04-14,937.65,949.15,936.94,937.1,2358438,0.002482,1000.64,983.03
2023-04-17,932.83,940.12,922.31,928.05,3381144,-0.009657,996.01,983.92
2023-04-18,934.97,935.21,934.15,934.46,3694276,0.006907,989.76,984.27
2023-04-19,966.43,995.49,965.81,979.39,2264571,0.048081,986.92,985.59
2023-04-20,1006.78,1024.42,1005.58,1005.72,2684520,0.026884,985.61,988.41
2023-04-21,1035.51,1040.96,1034.22,1039.44,1679099,0.033528,986.79,990.79
2023-04-24,1007.11,1017.85,1003.24,1004.16,1611133,-0.033941,985.18,992.01
2023-04-25,1007.93,1015.11,1007.51,1014.05,1382900,0.009849,984.2,993.91
2023-04-26,993.15,996.23,987.49,995.69,2679152,-0.018106,980.79,995.32
2023-04-27,998.48,1004.62,997.58,998.19,1072007,0.002511,977.34,996.72
2023-04-28,1006.48,1007.49,987.11,987.43,853803,-0.01078,976.11,998.17
2023-05-01,958.18,972.4,952.11,957.85,5023334,-0.029957,975.37,998.72
2023-05-02,924.85,928.85,923.71,925.62,1901626,-0.033648,974.23,998.1
2023-05-03,911.29,916.06,911.24,911.61,1205367,-0.015136,971.68,997.38
2023-05-04,913.69,917.4,913.49,916.69,3289689,0.005573,966.48,996.62
2023-05-05,931.23,933.89,930.42,930.72,4683478,0.015305,963.01,996.11
2023-05-08,947.24,949.47,938.74,943.97,1335179,0.014236,962.74,995.5
2023-05-09,942.14,943.06,933.71,935.15,4069861,-0.009344,962.23,994.49
2023-05-10,931.4,935.26,928.1,933.68,2410504,-0.001572,960.69,993.27
2023-05-11,905.98,909.02,905.7,905.98,691851,-0.029668,959.25,991.41
2023-05-12,916.95,932.0,909.39,910.74,1006402,0.005254,957.93,988.89
2023-05-15,968.57,979.88,967.94,974.81,4604292,0.070349,960.27,988.23
2023-05-16,956.51,965.82,954.8,957.18,923428,-0.018086,961.4,987.85
2023-05-17,987.34,1001.44,977.12,993.5,3815491,0.037945,962.11,987.66
2023-05-18,991.9,992.05,990.19,991.93,1516943,-0.00158,961.42,987.4
2023-05-19,983.22,984.3,965.72,973.44,2207656,-0.01864,958.12,985.56
2023-05-22,962.78,967.4,958.66,965.75,5602378,-0.0079,956.2,983.74
2023-05-23,970.1,972.71,954.79,961.64,795360,-0.004256,953.58,982.3
2023-05-24,948.5,949.25,939.78,942.27,1459936,-0.020143,950.91,980.46
2023-05-25,981.39,987.59,955.46,968.71,4146823,0.02806,949.43,978.69
2023-05-26,945.17,945.25,943.97,944.78,1038089,-0.024703,947.3,976.91
2023-05-29,959.58,968.28,959.26,965.24,3225239,0.021656,947.67,975.8
2023-05-30,974.17,978.13,970.18,974.18,965719,0.009262,950.1,974.09
2023-05-31,961.3,963.91,958.22,961.34,430180,-0.01318,952.58,972.6
2023-06-01,951.99,955.43,947.69,952.26,3522773,-0.009445,954.36,971.0
2023-06-02,940.92,948.27,932.8,935.79,1176836,-0.017296,954.62,969.4
2023-06-05,903.44,912.59,902.59,903.89,3277850,-0.034089,952.61,966.75
2023-06-06,945.47,945.74,943.2,943.4,4750674,0.043711,953.03,964.95
2023-06-07,925.82,941.95,924.25,930.34,2556970,-0.013844,952.86,962.28
2023-06-08,922.4,928.25,918.19,922.23,1322384,-0.008717,953.67,959.38
2023-06-09,907.75,912.53,901.35,904.33,1272865,-0.019409,953.35,957.22
2023-06-12,863.63,865.66,857.33,860.5,2357987,-0.048467,947.64,954.98
2023-06-13,884.62,894.87,881.28,889.04,1427245,0.033167,944.23,953.79
2023-06-14,901.37,905.88,896.33,898.92,754113,0.011113,939.5,952.52
2023-06-15,875.28,877.64,869.9,872.76,3172451,-0.029102,933.54,949.56
2023-06-16,899.11,902.96,883.37,888.19,1037443,0.01768,929.28,947.32
2023-06-19,945.88,948.24,935.9,945.1,4492976,0.064074,928.25,947.24
2023-06-20,963.8,976.76,958.17,963.47,4572601,0.019437,928.34,947.6
2023-06-21,1013.22,1013.9,1011.89,1012.53,3126093,0.05092,931.85,948.56
2023-06-22,1041.44,1047.59,1037.08,1039.44,2314131,0.026577,935.39,950.65
2023-06-23,1031.74,1034.76,1021.52,1027.76,1102130,-0.011237,939.54,952.47
2023-06-26,1105.99,1119.66,1104.64,1106.95,1337271,0.077051,946.62,956.04
2023-06-27,1031.78,1034.65,1031.23,1032.83,2741930,-0.066959,949.55,958.01
2023-06-28,1055.86,1056.17,1053.91,1055.39,1111070,0.021843,954.26,959.53
2023-06-29,1058.02,1058.05,1053.59,1057.98,2259561,0.002454,959.54,960.58
2023-06-30,970.45,988.51,968.74,983.02,2736486,-0.070852,961.9,959.45
2023-07-03,984.28,997.26,981.73,987.83,1470661,0.004893,966.1,959.12
2023-07-04,1019.78,1025.83,1016.82,1020.37,1650713,0.032941,969.95,959.25
2023-07-05,969.44,973.79,957.26,970.47,1415788,-0.048904,971.96,958.74
2023-07-06,974.86,975.6,974.17,975.41,1480387,0.00509,974.61,958.29
2023-07-07,891.56,891.84,887.22,891.6,2483733,-0.085923,973.98,956.37
2023-07-10,896.06,904.25,892.49,901.69,2232537,0.011317,976.04,955.25
2023-07-11,842.38,843.08,824.92,837.02,1681325,-0.071721,973.44,953.48
2023-07-12,806.66,812.33,805.96,810.43,2033083,-0.031767,969.01,951.45
2023-07-13,804.07,808.84,790.55,799.27,1652540,-0.01377,965.34,949.1
2023-07-14,729.79,740.32,729.22,735.52,1288741,-0.07976,957.7,945.2
2023-07-17,697.24,698.69,695.9,698.31,3090382,-0.05059,945.36,940.29
2023-07-18,705.03,707.45,704.38,707.34,2739511,0.012931,932.56,935.73
2023-07-19,684.67,685.98,672.3,676.86,2010547,-0.043091,915.77,930.59
2023-07-20,666.78,667.14,655.97,661.68,2486170,-0.022427,896.89,925.71
2023-07-21,621.81,632.88,618.57,622.05,2184765,-0.059893,876.6,919.93
2023-07-24,651.41,655.07,645.06,647.42,1706003,0.040785,853.62,913.39
2023-07-25,592.91,595.92,588.79,594.44,1562200,-0.081833,831.71,906.13
2023-07-26,591.36,593.86,590.07,591.05,1284809,-0.005703,808.49,898.08
2023-07-27,585.98,587.76,580.09,582.54,1448232,-0.014398,784.72,889.9
2023-07-28,600.98,604.59,597.84,600.89,1058488,0.0315,765.61,882.44
2023-07-31,585.67,588.72,583.07,583.22,970683,-0.029406,745.38,874.79
2023-08-01,572.5,586.74,568.95,575.66,1539615,-0.012963,723.14,867.07
2023-08-02,575.74,576.45,571.7,574.86,1372590,-0.00139,703.36,859.73
2023-08-03,510.28,514.43,509.42,512.28,1118576,-0.108861,680.21,850.6
2023-08-04,526.2,526.63,520.02,525.7,5728140,0.026197,661.91,842.22
2023-08-07,571.59,573.57,567.93,568.39,1484571,0.081206,645.25,834.28
2023-08-08,589.82,595.29,585.74,588.7,1678635,0.035733,632.83,826.57
2023-08-09,538.89,539.73,538.51,538.57,5139141,-0.085154,619.24,818.11
2023-08-10,542.05,543.13,540.63,542.05,2136866,0.006462,606.38,809.91
2023-08-11,525.29,528.59,525.22,526.96,1663155,-0.027839,595.95,801.73
2023-08-14,525.59,526.96,519.38,520.15,1959350,-0.012923,587.04,794.06
2023-08-15,539.16,539.78,525.7,530.73,3692057,0.02034,578.21,785.8
2023-08-16,477.83,480.19,476.83,477.34,2563810,-0.100597,568.23,776.74
2023-08-17,504.1,508.3,497.75,503.43,1826517,0.054657,560.32,768.37
2023-08-18,497.53,500.38,489.05,497.79,5176721,-0.011203,554.11,760.24
2023-08-21,507.22,508.12,502.65,505.62,2057793,0.01573,547.02,753.14
2023-08-22,489.58,495.86,488.41,492.55,434060,-0.025849,541.92,745.21
2023-08-23,475.85,476.72,466.92,473.74,3319540,-0.038189,536.06,736.71
2023-08-24,496.03,501.23,493.22,495.22,2887561,0.045341,531.69,729.16
2023-08-25,511.99,514.29,502.47,505.17,1240762,0.020092,526.91,721.5
2023-08-28,481.75,486.84,480.13,484.47,1998337,-0.040976,521.97,712.28
2023-08-29,478.98,479.67,475.94,477.21,5235199,-0.014985,517.05,702.56
2023-08-30,476.18,480.65,467.24,471.22,1603643,-0.012552,511.86,691.73
2023-08-31,485.77,487.64,476.23,481.37,7141087,0.02154,510.32,680.57
2023-09-01,474.54,477.56,463.59,471.26,2627088,-0.021003,507.6,669.44
2023-09-04,496.3,506.66,496.09,501.91,1272318,0.065038,504.27,657.34
2023-09-05,502.99,503.42,497.34,497.64,3720313,-0.008508,499.72,646.64
2023-09-06,460.18,469.37,457.17,457.94,1692570,-0.079777,495.69,634.69
2023-09-07,452.74,458.37,451.89,455.86,3002545,-0.004542,491.38,622.64
2023-09-08,441.62,445.43,440.76,445.1,1972572,-0.023604,487.29,611.89
2023-09-11,434.92,439.43,430.34,432.66,2226692,-0.027949,482.91,600.78
2023-09-12,439.51,441.44,434.05,436.99,6727362,0.010008,478.22,589.12
2023-09-13,453.92,455.66,450.7,453.04,383278,0.036729,477.01,578.77
2023-09-14,433.04,436.58,432.52,433.3,2679322,-0.043572,473.5,567.92
2023-09-15,447.24,454.9,447.17,448.64,1679483,0.035403,471.05,559.07
2023-09-18,430.08,432.44,428.4,430.08,1631190,-0.041369,467.27,549.63
2023-09-19,434.23,436.74,431.54,435.97,1579868,0.013695,464.44,541.61
2023-09-20,436.38,440.3,435.83,438.84,2171070,0.006583,462.69,534.18
2023-09-21,451.51,453.54,451.35,453.21,428424,0.032745,460.59,527.26
2023-09-22,442.88,445.29,440.82,441.12,2200688,-0.026676,457.39,521.37
2023-09-25,429.93,430.94,423.41,429.3,1870066,-0.026795,454.63,515.99
2023-09-26,449.5,453.37,448.11,449.38,1495478,0.046774,453.24,510.83
2023-09-27,450.8,452.97,449.07,451.9,3030443,0.005608,452.28,506.33
2023-09-28,472.42,473.02,469.63,470.83,2746187,0.04189,451.75,502.52
2023-09-29,435.65,437.63,430.29,432.92,696784,-0.080517,449.83,498.73
2023-10-02,453.56,461.52,453.13,457.05,3639419,0.055738,447.59,494.93
2023-10-03,456.07,459.85,452.54,455.74,1222636,-0.002866,445.49,492.15
2023-10-04,453.23,455.63,451.06,452.47,2292789,-0.007175,445.22,489.38
2023-10-05,456.84,458.41,451.28,453.05,837559,0.001282,445.08,486.79
2023-10-06,444.35,446.31,443.15,443.73,3101102,-0.020572,445.01,483.65
2023-10-09,477.63,478.94,476.3,478.76,10795051,0.078944,447.32,481.56
2023-10-10,486.2,487.61,481.58,485.79,2134278,0.014684,449.76,479.76
2023-10-11,473.58,473.91,468.81,472.62,2040479,-0.02711,450.74,477.72
2023-10-12,465.87,467.75,458.62,465.0,870665,-0.016123,452.32,476.77
2023-10-13,448.0,448.72,447.87,448.12,695314,-0.036301,452.29,475.22
2023-10-16,471.44,472.19,463.68,464.74,2156498,0.037088,454.03,473.14
2023-10-17,459.32,462.42,459.3,459.68,2863841,-0.010888,455.21,470.56
2023-10-18,448.36,452.35,444.78,452.08,2756029,-0.016533,455.87,468.83
2023-10-19,466.36,467.08,463.09,465.97,6194925,0.030725,456.51,467.31
2023-10-20,442.65,442.84,441.44,441.89,1611377,-0.051677,456.55,465.61
2023-10-23,447.02,449.15,446.01,447.63,1694579,0.01299,457.47,464.16
2023-10-24,435.16,440.0,434.03,439.74,1588107,-0.017626,456.99,462.34
2023-10-25,430.47,438.55,426.65,434.33,1726571,-0.012303,456.11,461.48
2023-10-26,437.11,437.27,435.92,436.11,1576068,0.004098,454.37,460.14
2023-10-27,428.81,430.08,427.13,429.12,4626060,-0.016028,454.18,458.76
2023-10-30,406.97,415.54,403.58,413.81,2345767,-0.035678,452.02,456.93
2023-10-31,409.56,410.16,409.44,409.5,1103679,-0.010415,449.71,455.26
2023-11-01,381.65,383.59,380.18,382.95,2430254,-0.064835,446.23,453.45
2023-11-02,390.44,391.0,388.35,389.97,3308220,0.018331,443.08,451.34
2023-11-03,369.43,369.45,366.96,368.69,1773505,-0.054568,439.32,448.61
2023-11-06,369.1,371.21,368.41,370.27,1889938,0.004285,433.9,446.33
2023-11-07,354.4,361.75,352.63,353.73,2213461,-0.04467,427.3,443.86
2023-11-08,361.41,364.01,360.7,361.59,907358,0.02222,421.75,441.67
2023-11-09,338.33,339.75,336.71,339.01,922911,-0.062446,415.45,438.82
2023-11-10,338.64,339.56,337.68,337.96,6358781,-0.003097,409.94,436.15
2023-11-13,338.98,339.54,330.03,334.99,1694637,-0.008788,403.45,432.82
2023-11-14,325.69,332.77,324.25,332.49,1698226,-0.007463,397.09,429.51
2023-11-15,337.46,338.52,331.49,336.64,538067,0.012482,391.32,427.09
2023-11-16,309.15,315.4,307.69,314.49,1726493,-0.065797,383.75,424.26
2023-11-17,317.84,319.3,315.61,317.59,2317338,0.009857,377.53,421.71
2023-11-20,295.13,297.14,293.6,295.53,2203792,-0.069461,369.93,418.97
2023-11-21,313.99,314.07,310.95,312.57,1676419,0.057659,363.57,416.48
2023-11-22,310.63,311.46,307.08,307.35,2024078,-0.0167,357.22,413.56
2023-11-23,291.43,292.49,291.07,291.81,2956807,-0.050561,350.0,410.74
2023-11-24,291.24,294.72,289.26,293.73,4716829,0.00658,343.23,407.64
2023-11-27,299.19,302.59,296.45,299.94,6073871,0.021142,337.54,405.03
2023-11-28,302.23,308.16,299.64,306.82,1091853,0.022938,332.41,402.45
2023-11-29,298.41,300.55,296.88,299.05,5093031,-0.025324,328.21,399.66
2023-11-30,280.59,281.21,279.37,280.04,1357476,-0.063568,322.71,396.19
2023-12-01,268.2,272.19,267.14,270.11,1780865,-0.035459,317.79,392.77
2023-12-04,265.56,266.6,263.73,265.12,1572339,-0.018474,312.53,389.49
2023-12-05,254.69,257.29,253.79,254.79,5725849,-0.038963,307.58,385.6
2023-12-06,245.54,249.52,244.09,248.88,4572056,-0.023196,301.95,381.54
2023-12-07,254.61,257.15,253.73,256.58,1484509,0.030939,297.82,377.25
2023-12-08,239.95,240.64,239.53,239.97,3045866,-0.064736,292.92,373.39
2023-12-11,246.97,249.04,245.92,248.29,5092570,0.034671,288.59,369.22
2023-12-12,250.23,251.0,248.69,248.83,436539,0.002175,284.41,365.08
2023-12-13,235.11,235.92,234.31,234.66,1026029,-0.056947,279.31,360.72
2023-12-14,247.65,248.76,245.98,246.98,1882251,0.052501,275.93,356.6
2023-12-15,245.06,246.54,243.1,246.36,1062250,-0.00251,272.37,352.65
2023-12-18,249.52,253.65,248.92,251.44,2184242,0.02062,270.17,348.11
2023-12-19,253.49,255.09,252.71,252.94,2854877,0.005966,267.18,343.45
2023-12-20,256.72,258.71,255.93,258.37,2525538,0.021468,264.74,339.16
2023-12-21,265.05,265.93,264.16,264.49,1437406,0.023687,263.37,335.15
2023-12-22,277.85,279.39,275.67,278.4,768071,0.052592,262.6,331.76
2023-12-25,296.18,298.39,295.88,296.71,1755790,0.065769,262.44,328.4
2023-12-26,299.68,300.7,295.86,297.03,3269546,0.001078,261.95,325.15
2023-12-27,285.27,291.66,284.86,287.7,1534900,-0.031411,261.38,321.86
2023-12-28,288.96,289.25,287.53,289.19,3222785,0.005179,261.84,318.32
2023-12-29,289.69,292.01,287.69,291.73,1104447,0.008783,262.92,315.32
2024-01-01,287.51,289.81,284.93,285.01,868648,-0.023035,263.92,312.07
2024-01-02,291.35,292.36,288.73,290.51,2411179,0.019298,265.7,309.08
2024-01-03,298.06,299.46,297.81,299.46,544575,0.030808,268.23,306.39
2024-01-04,304.15,305.33,301.32,302.42,2280505,0.009884,270.52,303.71
2024-01-05,292.67,297.62,289.12,293.8,2509886,-0.028503,273.22,301.01
2024-01-08,299.15,299.7,294.4,295.58,3116563,0.006059,275.58,298.64
2024-01-09,286.19,288.35,285.17,287.16,2197611,-0.028486,277.5,296.19
2024-01-10,276.38,280.0,275.41,278.75,3937245,-0.029287,279.7,294.11
2024-01-11,271.21,272.46,270.8,271.27,3276520,-0.026834,280.92,291.74
2024-01-12,256.1,257.57,254.19,256.45,1770500,-0.054632,281.42,289.49
2024-01-15,260.66,261.36,255.04,259.57,2227967,0.012166,281.83,287.28
2024-01-16,265.31,265.49,265.04,265.2,5364770,0.02169,282.44,285.51
2024-01-17,261.64,264.01,261.5,263.76,802975,-0.00543,282.71,283.55
2024-01-18,263.06,264.8,262.44,263.92,632099,0.000607,282.68,282.05
2024-01-19,265.81,269.18,264.22,267.27,2066986,0.012693,282.12,280.63
2024-01-22,263.45,263.84,262.27,263.51,3069444,-0.014068,280.46,279.21
2024-01-23,265.06,272.15,264.78,269.52,1601329,0.022807,279.09,277.95
2024-01-24,274.5,279.01,272.77,277.75,1989475,0.030536,278.59,276.77
2024-01-25,288.35,289.08,285.91,286.74,3310603,0.032367,278.47,276.21
2024-01-26,292.02,293.92,289.4,293.55,10549931,0.02375,278.56,275.73
2024-01-29,293.71,296.03,293.47,294.33,8308425,0.002657,279.03,275.71
2024-01-30,300.99,301.75,297.07,299.77,1028776,0.018483,279.49,275.45
2024-01-31,305.32,307.74,303.62,304.07,2601643,0.014344,279.72,275.39
2024-02-01,297.41,300.54,295.68,297.44,4274592,-0.021804,279.47,275.5
2024-02-02,305.35,309.02,305.22,308.23,2148703,0.036276,280.19,275.79
2024-02-05,301.45,301.6,298.19,300.03,1873556,-0.026604,280.41,275.79
2024-02-06,300.46,302.34,300.44,302.25,2097200,0.007399,281.17,275.7
2024-02-07,304.92,305.98,303.67,305.38,1842448,0.010356,282.5,275.83
2024-02-08,298.41,298.47,297.71,298.26,1288721,-0.023315,283.85,276.19
2024-02-09,302.93,305.53,302.42,302.86,1278509,0.015423,286.17,276.85
2024-02-12,293.24,299.95,291.85,297.42,1182978,-0.017962,288.06,277.49
2024-02-13,293.26,294.73,290.01,292.24,2602420,-0.017416,289.41,278.24
2024-02-14,290.58,293.77,289.45,291.37,1199975,-0.002977,290.8,279.09
2024-02-15,296.74,297.71,294.32,294.8,1247446,0.011772,292.34,279.85
2024-02-16,301.57,306.6,301.0,302.97,828164,0.027714,294.12,281.11
2024-02-19,303.45,308.07,301.22,303.66,3271796,0.002277,296.13,282.22
2024-02-20,312.1,312.94,311.41,311.52,3518275,0.025884,298.23,283.48
2024-02-21,295.27,298.01,294.5,297.66,7463316,-0.044492,299.23,284.74
2024-02-22,309.03,312.99,308.87,310.79,1175922,0.044111,300.43,286.01
2024-02-23,307.01,307.25,305.63,306.41,1411821,-0.014093,301.07,287.21
2024-02-26,306.22,308.06,305.59,305.81,775471,-0.001958,301.65,288.3
2024-02-27,294.18,295.59,290.41,293.5,684506,-0.040254,301.33,289.11
2024-02-28,301.43,301.77,301.0,301.39,2579349,0.026882,301.2,289.97
2024-02-29,292.1,294.0,287.83,293.07,1128756,-0.027605,300.98,290.54
2024-03-01,296.0,300.56,295.68,299.82,6399628,0.023032,300.56,290.97
2024-03-04,307.88,309.47,306.33,309.11,2501398,0.030985,301.01,291.22
2024-03-05,317.55,319.79,315.35,317.06,3521939,0.025719,301.76,291.62
2024-03-06,305.01,309.12,304.0,305.25,1581254,-0.037248,301.75,291.97
2024-03-07,301.85,304.68,296.5,302.03,6079768,-0.010549,301.94,292.23
2024-03-08,315.29,316.24,307.79,313.2,648948,0.036983,302.45,292.66
2024-03-11,309.02,313.66,308.2,310.42,740567,-0.008876,303.1,293.17
2024-03-12,320.64,320.82,319.59,320.78,351303,0.033374,304.53,293.77
2024-03-13,322.88,325.49,319.33,320.67,1628738,-0.000343,306.0,294.2
2024-03-14,316.59,318.3,314.93,316.09,4285133,-0.014283,307.06,294.47
2024-03-15,313.46,317.48,313.45,315.04,2046242,-0.003322,307.66,294.89
2024-03-18,321.81,323.95,316.53,321.07,1047014,0.01914,308.53,295.4
2024-03-19,317.53,318.59,315.96,317.32,2915001,-0.01168,308.82,296.01
2024-03-20,310.55,311.44,309.3,309.36,1052065,-0.025085,309.41,296.62
2024-03-21,311.77,312.64,303.81,307.22,884585,-0.006918,309.23,297.34
2024-03-22,306.82,307.77,304.25,305.09,1095765,-0.006933,309.17,298.31
2024-03-25,305.02,305.26,303.05,304.51,2156058,-0.001901,309.1,299.21
2024-03-26,318.3,319.86,318.24,318.95,2323446,0.04742,310.37,300.28
2024-03-27,317.94,318.79,316.67,316.91,1035972,-0.006396,311.15,301.35
2024-03-28,317.66,318.02,314.22,316.86,2552671,-0.000158,312.34,302.41
2024-03-29,309.05,309.16,308.74,309.02,2216638,-0.024743,312.8,303.24
2024-04-01,302.4,304.87,301.7,303.31,1074495,-0.018478,312.51,304.04
2024-04-02,314.13,314.42,313.02,313.63,4780566,0.034025,312.34,304.92
2024-04-03,316.73,319.76,315.34,317.25,1151321,0.011542,312.94,305.71
2024-04-04,316.62,316.81,314.77,315.33,835187,-0.006052,313.6,306.28
2024-04-05,319.13,319.36,316.39,317.96,2353310,0.00834,313.84,306.77
2024-04-08,306.15,307.49,303.12,305.1,3315719,-0.040445,313.57,306.99
2024-04-09,320.99,321.85,318.07,319.84,1032667,0.048312,313.53,307.39
2024-04-10,336.56,338.58,334.57,337.15,1860481,0.054121,314.35,308.05
2024-04-11,338.88,341.93,336.8,340.68,1492985,0.01047,315.58,308.91
2024-04-12,335.52,339.03,333.6,337.36,2119472,-0.009745,316.7,309.5
2024-04-15,328.25,330.37,328.01,328.48,1721018,-0.026322,317.07,310.06
2024-04-16,335.19,335.22,333.66,334.03,1929798,0.016896,317.9,310.7
2024-04-17,330.77,336.18,330.59,331.39,1403167,-0.007903,319.0,311.22
2024-04-18,331.19,331.29,330.77,330.86,2074859,-0.001599,320.19,311.87
2024-04-19,320.86,322.17,319.24,319.53,766688,-0.034244,320.91,312.21
2024-04-22,308.61,312.46,305.48,310.64,1721722,-0.027822,321.21,312.47
2024-04-23,301.42,304.04,295.71,299.48,1403575,-0.035926,320.24,312.62
2024-04-24,295.11,298.21,293.29,296.59,5794431,-0.00965,319.22,312.72
2024-04-25,283.68,284.73,283.56,284.39,1504407,-0.041134,317.6,312.51
2024-04-26,293.51,294.91,291.53,291.93,3832741,0.026513,316.75,312.29
