Date,Open,High,Low,Close,Volume,Daily_Return,20d_MA,50d_MA
2023-06-14,809.29,811.15,805.38,809.88,824609,0.010392,796.2,790.88
2023-06-15,820.31,826.67,817.81,823.67,3517216,0.017027,796.83,793.19
2023-06-16,833.36,846.51,832.23,839.54,920228,0.019267,799.71,795.54
2023-06-19,795.76,796.33,787.51,793.84,1498691,-0.054435,800.67,797.05
2023-06-20,786.03,786.48,772.45,779.28,2371504,-0.018341,800.59,798.07
2023-06-21,790.61,797.3,777.51,778.67,745429,-0.000783,799.56,798.89
2023-06-22,799.94,801.89,791.18,796.69,2191281,0.023142,799.09,799.74
2023-06-23,779.2,780.92,764.41,770.15,1720399,-0.033313,796.95,799.49
2023-06-26,756.1,764.46,754.13,760.85,3451716,-0.012076,794.07,798.92
2023-06-27,739.79,751.76,738.16,745.45,1697534,-0.020241,791.89,797.46
2023-06-28,751.13,758.57,747.94,748.31,653188,0.003837,790.26,795.87
2023-06-29,714.23,725.09,708.54,713.74,2112647,-0.046197,787.28,793.56
2023-06-30,736.34,738.22,719.74,730.9,3223355,0.024042,784.29,792.05
2023-07-03,693.55,696.08,690.1,690.77,2097010,-0.054905,778.69,789.86
2023-07-04,666.25,666.59,665.28,666.07,1318935,-0.035757,771.76,786.89
2023-07-05,661.27,666.4,660.2,665.27,2077110,-0.001201,764.78,783.69
2023-07-06,627.75,629.87,626.62,626.95,2598365,-0.057601,756.41,779.62
2023-07-07,616.84,625.85,613.79,616.54,889763,-0.016604,747.86,775.48
2023-07-10,580.0,583.53,576.78,578.77,2571585,-0.061261,736.84,770.75
2023-07-11,552.72,559.65,550.88,553.47,3696981,-0.043713,724.44,765.57
2023-07-12,546.92,554.07,544.89,550.32,1907300,-0.005691,711.46,760.49
2023-07-13,569.82,571.98,567.99,569.87,3962320,0.035525,698.77,756.0
2023-07-14,573.92,576.24,573.84,575.38,6415995,0.009669,685.56,751.71
2023-07-17,532.13,532.27,527.56,529.48,1099783,-0.079773,672.35,746.49
2023-07-18,557.27,559.77,556.94,557.54,1297647,0.052995,661.26,741.75
2023-07-19,565.08,567.25,563.88,566.54,2268274,0.016142,650.65,737.19
2023-07-20,528.71,531.24,524.73,526.43,2562695,-0.070798,637.14,732.15
2023-07-21,502.55,504.9,500.89,502.05,1238916,-0.046312,623.74,726.46
2023-07-24,519.58,524.51,518.48,519.17,1318979,0.0341,611.65,721.43
2023-07-25,522.54,524.02,522.24,522.63,1443239,0.006664,600.51,716.1
2023-07-26,526.46,527.62,523.3,523.36,770033,0.001397,589.26,710.91
2023-07-27,526.16,528.21,519.96,525.29,5506880,0.003688,579.84,705.2
2023-07-28,557.89,559.43,550.61,557.87,1466557,0.062023,571.19,700.72
2023-07-31,557.51,561.2,554.71,560.09,2156971,0.003979,564.65,696.43
2023-08-01,570.29,572.33,568.37,571.36,1492616,0.020122,559.92,692.23
2023-08-02,527.45,535.51,527.12,534.9,3127759,-0.063813,553.4,686.95
2023-08-03,560.72,562.46,553.51,559.37,977457,0.045747,550.02,682.01
2023-08-04,557.62,557.67,551.96,555.1,3312896,-0.007634,546.95,676.86
2023-08-07,549.63,555.95,548.77,554.45,3808111,-0.001171,545.73,671.58
2023-08-08,530.01,532.54,528.2,530.11,645712,-0.043899,544.57,666.4
2023-08-09,523.38,524.16,516.49,522.74,1490179,-0.013903,543.19,661.24
2023-08-10,514.56,520.81,513.34,517.68,5353409,-0.00968,540.58,656.12
2023-08-11,507.49,511.8,507.31,509.74,1860334,-0.015338,537.29,650.5
2023-08-14,477.62,482.88,477.56,477.84,1548975,-0.062581,534.71,644.0
2023-08-15,467.24,469.71,465.61,465.97,1465477,-0.024841,530.13,637.23
2023-08-16,462.82,466.6,461.41,464.95,1074431,-0.002189,525.06,630.43
2023-08-17,459.64,462.62,457.43,459.75,2067720,-0.011184,521.72,623.74
2023-08-18,465.46,466.26,461.89,464.52,1293284,0.010375,519.84,617.28
2023-08-21,432.27,436.51,432.04,434.39,1245415,-0.064863,515.61,609.98
2023-08-22,393.51,395.6,391.14,394.42,745070,-0.092014,509.2,601.84
2023-08-23,395.17,399.98,394.29,396.22,3043721,0.004564,502.84,593.57
2023-08-24,389.39,391.24,385.48,389.07,693081,-0.018046,496.03,584.88
2023-08-25,407.12,410.46,405.94,407.66,1001806,0.047781,488.52,576.24
2023-08-28,393.49,395.78,388.79,393.41,1467628,-0.034956,480.18,568.23
2023-08-29,398.04,401.66,397.36,398.56,4030543,0.013091,471.54,560.62
2023-08-30,384.3,391.49,383.66,387.37,3389586,-0.028076,464.17,552.79
2023-08-31,392.22,397.07,390.25,393.56,2267637,0.01598,455.88,544.73
2023-09-01,419.11,423.97,416.71,421.89,641775,0.071984,449.22,537.76
2023-09-04,435.06,436.82,432.85,436.09,2746112,0.033658,443.3,531.27
2023-09-05,423.15,423.8,418.91,421.52,3262861,-0.033411,437.87,524.79
2023-09-06,414.6,416.96,411.01,414.0,5460578,-0.01784,432.43,518.1
2023-09-07,425.7,428.39,416.77,422.37,1447474,0.020217,427.67,512.28
2023-09-08,432.95,434.4,428.69,430.82,900079,0.020006,423.72,506.27
2023-09-11,433.96,437.28,430.91,433.85,4196541,0.007033,421.52,501.14
2023-09-12,431.33,434.03,431.09,432.19,1956080,-0.003826,419.83,496.46
2023-09-13,421.31,428.9,418.12,422.44,2221488,-0.02256,417.71,491.6
2023-09-14,422.18,425.07,419.29,424.81,6392814,0.00561,415.96,487.56
2023-09-15,409.82,413.28,409.24,409.81,3150753,-0.03531,413.22,483.42
2023-09-18,403.6,404.54,395.11,401.21,2296488,-0.020985,411.56,479.87
2023-09-19,407.38,410.65,406.0,407.2,2166998,0.01493,412.2,476.95
2023-09-20,409.52,417.16,409.39,413.4,5614702,0.015226,413.06,474.21
2023-09-21,405.45,409.37,403.4,405.56,6354860,-0.018965,413.89,470.92
2023-09-22,398.77,400.06,394.24,399.14,1336850,-0.01583,413.46,467.4
2023-09-25,395.38,395.71,387.81,391.47,2149139,-0.019216,413.36,464.64
2023-09-26,400.19,405.83,396.73,397.05,1196573,0.014254,413.29,461.43
2023-09-27,384.69,388.55,382.91,383.93,1746282,-0.033044,413.12,457.78
2023-09-28,384.78,384.8,380.67,383.95,2094264,5.2e-05,412.64,454.93
2023-09-29,393.34,396.26,391.38,395.19,1040084,0.029275,411.3,452.79
2023-10-02,407.53,409.84,403.55,406.13,1560537,0.027683,409.8,450.53
2023-10-03,410.01,411.73,404.78,408.37,3748336,0.005515,409.14,448.24
2023-10-04,407.36,412.23,406.25,408.68,4702794,0.000759,408.88,445.95
2023-10-05,427.55,431.68,426.96,428.2,2545576,0.047764,409.17,444.01
2023-10-06,450.51,455.63,450.21,453.3,2086858,0.058617,410.29,441.92
2023-10-09,455.66,458.9,449.96,455.6,2314688,0.005074,411.38,439.83
2023-10-10,474.97,476.23,472.96,476.15,1037541,0.045105,413.58,437.92
2023-10-11,491.58,495.74,487.95,493.48,886222,0.036396,417.13,437.09
2023-10-12,503.04,504.08,492.29,500.4,3221490,0.014023,420.91,435.91
2023-10-13,492.32,494.42,485.82,489.6,5267577,-0.021583,424.9,434.6
2023-10-16,470.48,470.64,465.43,466.24,1102081,-0.047712,428.15,432.84
2023-10-17,460.4,461.15,460.25,460.54,552804,-0.012225,430.82,431.45
2023-10-18,442.17,442.84,437.15,440.42,1717488,-0.043688,432.17,429.8
2023-10-19,425.83,428.29,421.29,423.7,6400940,-0.037964,433.08,427.92
2023-10-20,423.16,427.37,417.31,425.63,1432068,0.004555,434.4,426.24
2023-10-23,410.25,413.84,409.56,410.47,1111562,-0.035618,435.35,424.89
2023-10-24,404.45,405.44,403.0,403.26,1317658,-0.017565,435.66,423.64
2023-10-25,405.61,408.79,401.87,405.46,1413573,0.005456,436.74,422.45
2023-10-26,407.17,409.45,406.21,406.87,3211830,0.003478,437.88,421.39
2023-10-27,400.64,406.77,400.11,406.52,863204,-0.00086,438.45,420.23
2023-10-30,418.35,418.79,417.58,417.73,1204093,0.027576,439.03,419.9
2023-10-31,422.26,424.52,421.93,422.6,1868586,0.011658,439.74,420.46
2023-11-01,429.43,430.94,427.81,428.15,1475247,0.013133,440.72,421.1
2023-11-02,435.17,435.4,434.18,434.96,6770715,0.015906,441.05,422.02
2023-11-03,431.33,432.58,429.07,429.67,1043470,-0.012162,439.87,422.46
2023-11-06,423.26,425.33,421.97,424.83,2246045,-0.011264,438.33,423.09
2023-11-07,423.43,427.31,421.31,422.41,4093900,-0.005696,435.65,423.56
2023-11-08,428.46,429.8,423.58,425.09,3839273,0.006345,432.23,424.32
2023-11-09,414.82,417.16,411.24,411.41,2802650,-0.032181,427.78,424.68
2023-11-10,413.16,421.21,412.65,416.95,2363441,0.013466,424.15,424.58
2023-11-13,429.82,432.23,425.0,430.32,2146531,0.032066,422.35,424.46
2023-11-14,429.09,432.36,428.26,429.59,1547003,-0.001696,420.8,424.62
2023-11-15,424.58,425.32,423.88,424.86,442813,-0.01101,420.02,424.84
2023-11-16,435.51,436.8,435.42,435.49,981666,0.02502,420.61,425.1
2023-11-17,436.9,439.6,433.49,437.03,2204897,0.003536,421.18,425.23
2023-11-20,443.42,443.75,437.61,439.05,2146087,0.004622,422.61,425.33
2023-11-21,432.06,437.55,429.0,434.69,2130271,-0.009931,424.18,425.38
2023-11-22,445.14,451.97,440.38,444.48,4555335,0.022522,426.13,425.82
2023-11-23,420.4,420.8,419.34,419.71,2688388,-0.055728,426.78,425.72
2023-11-24,411.63,416.83,410.5,411.57,1744408,-0.019394,427.03,425.75
2023-11-27,420.39,421.02,412.86,417.55,9694042,0.01453,427.02,426.08
2023-11-28,417.33,417.37,412.25,416.19,1360838,-0.003257,426.7,426.26
2023-11-29,420.6,422.31,419.46,421.13,2834529,0.01187,426.35,426.42
2023-11-30,423.4,424.66,422.76,424.46,1439548,0.007907,425.82,426.79
2023-12-01,423.16,425.0,415.6,419.63,2349628,-0.011379,425.32,427.2
2023-12-04,410.71,414.07,408.44,412.66,524346,-0.01661,424.71,427.63
2023-12-05,413.62,414.43,413.09,414.41,1206171,0.004241,424.31,427.97
2023-12-06,410.68,413.29,408.8,409.45,6856747,-0.011969,423.53,428.48
2023-12-07,420.84,426.02,416.22,420.19,2322437,0.02623,423.97,429.21
2023-12-08,438.16,445.97,437.96,440.35,1217802,0.047978,425.14,430.11
2023-12-11,452.3,454.78,446.65,452.52,2572141,0.027637,426.25,431.04
2023-12-12,466.05,467.96,464.22,466.79,4779872,0.031535,428.11,432.21
2023-12-13,460.97,465.34,456.37,463.07,818687,-0.007969,430.02,433.3
2023-12-14,443.17,445.15,442.75,445.04,2134721,-0.038936,430.5,433.63
2023-12-15,435.05,436.94,433.75,436.73,7076860,-0.018672,430.48,433.3
2023-12-18,446.44,446.55,445.55,446.37,3777567,0.022073,430.85,433.12
2023-12-19,460.01,460.63,453.47,459.19,1523852,0.028721,432.07,432.78
2023-12-20,444.89,447.91,443.91,446.88,1351911,-0.026808,432.19,431.85
2023-12-21,454.31,459.03,446.76,452.39,6062591,0.01233,433.83,430.89
2023-12-22,453.81,458.14,450.92,453.44,1142950,0.002321,435.92,430.16
2023-12-25,469.65,471.75,466.93,467.33,3611563,0.030632,438.41,430.18
2023-12-26,484.25,485.23,477.08,480.82,3628318,0.028866,441.64,430.59
2023-12-27,479.5,479.99,476.46,478.27,1592029,-0.005303,444.5,431.35
2023-12-28,499.96,500.71,497.58,500.71,1233616,0.046919,448.31,432.89
2023-12-29,492.76,498.94,490.07,492.27,2218902,-0.016856,451.94,434.22
2024-01-01,500.89,503.15,496.27,500.21,1671959,0.016129,456.32,436.02
2024-01-02,508.47,513.05,506.39,506.48,825252,0.012535,460.92,438.08
2024-01-03,528.0,532.48,524.94,528.47,3135872,0.043417,466.88,440.54
2024-01-04,519.96,521.92,518.81,519.26,2074966,-0.017428,471.83,442.79
2024-01-05,525.51,525.62,523.08,524.5,2475707,0.010091,476.04,445.15
2024-01-08,508.2,512.47,507.67,507.77,1280540,-0.031897,478.8,446.95
2024-01-09,499.79,503.62,498.13,499.17,2252708,-0.016937,480.42,448.48
2024-01-10,494.1,495.04,492.07,493.37,2158792,-0.011619,481.93,449.78
2024-01-11,494.26,502.07,493.19,493.83,7478319,0.000932,484.37,450.96
2024-01-12,506.55,507.57,504.56,505.08,2432408,0.022781,487.79,452.47
2024-01-15,513.57,513.99,510.99,511.57,2429539,0.012849,491.05,454.2
2024-01-16,513.57,518.4,511.94,515.43,3955951,0.007545,493.86,456.06
2024-01-17,515.43,515.75,515.14,515.45,1811841,3.9e-05,497.29,457.87
2024-01-18,514.85,517.42,511.72,513.11,1622563,-0.00454,500.33,459.91
2024-01-19,514.71,522.17,508.33,518.64,2324150,0.010777,503.59,461.94
2024-01-22,523.28,523.93,519.88,522.36,2394832,0.007173,506.34,463.78
2024-01-23,535.46,537.72,529.49,533.21,1641215,0.020771,508.96,465.85
2024-01-24,534.28,535.85,531.59,531.9,2218578,-0.002457,511.64,467.99
2024-01-25,527.31,528.23,524.13,524.72,2384661,-0.013499,512.84,469.78
2024-01-26,517.97,518.01,516.66,516.76,1692127,-0.01517,514.06,471.37
2024-01-29,507.27,510.88,504.42,505.56,551525,-0.021674,514.33,472.7
2024-01-30,510.32,510.47,501.62,506.23,2012009,0.001325,514.32,474.13
2024-01-31,503.12,505.73,501.27,505.3,5509054,-0.001837,513.16,475.35
2024-02-01,517.58,518.87,515.18,517.29,1482329,0.023728,513.06,477.3
2024-02-02,511.13,517.42,504.52,508.0,1206316,-0.017959,512.24,479.23
2024-02-05,522.25,522.8,515.88,515.9,2007972,0.015551,512.64,481.2
2024-02-06,511.64,513.33,511.16,512.68,883080,-0.006242,513.32,483.13
2024-02-07,519.74,519.99,516.56,517.18,1667714,0.008777,514.51,485.05
2024-02-08,504.28,510.29,500.68,509.55,2206870,-0.014753,515.3,486.75
2024-02-09,524.74,525.49,521.67,522.12,1510157,0.024669,516.15,488.8
2024-02-12,523.88,525.06,516.49,516.92,6751299,-0.009959,516.42,490.88
2024-02-13,521.84,521.93,515.68,515.72,2368621,-0.002321,516.43,492.91
2024-02-14,512.35,512.96,508.68,509.6,2003824,-0.011867,516.14,494.91
2024-02-15,513.34,514.81,506.68,512.51,1453838,0.00571,516.11,496.76
2024-02-16,518.45,523.42,518.09,521.35,1256924,0.017248,516.24,498.38
2024-02-19,524.25,529.43,521.11,523.88,730375,0.004853,516.32,499.81
2024-02-20,506.98,507.66,506.7,507.31,1629823,-0.031629,515.02,500.62
2024-02-21,501.12,502.4,498.89,500.43,2357657,-0.013562,513.45,501.37
2024-02-22,501.34,507.65,500.06,502.42,1548119,0.003977,512.34,502.51
2024-02-23,513.96,516.03,513.11,515.75,1161782,0.026532,512.28,504.09
2024-02-26,507.91,511.42,500.04,504.96,2181836,-0.020921,512.26,505.26
2024-02-27,502.52,504.97,495.57,501.37,2002264,-0.007109,512.01,506.11
2024-02-28,492.51,495.65,490.61,493.99,2102425,-0.01472,511.45,507.05
2024-02-29,490.07,490.92,490.03,490.55,2538960,-0.006964,510.11,507.81
2024-03-01,492.47,492.59,486.4,487.96,2330461,-0.00528,509.11,508.5
2024-03-04,495.45,501.13,494.1,498.87,817789,0.022358,508.26,509.14
2024-03-05,508.99,510.9,508.12,508.94,1444135,0.020186,508.07,509.7
2024-03-06,502.25,503.45,497.0,498.19,1034446,-0.021122,507.12,510.1
2024-03-07,489.73,492.28,488.64,491.06,1295136,-0.014312,506.2,509.9
2024-03-08,505.81,507.69,497.03,500.98,4606437,0.020201,505.14,510.08
2024-03-11,499.08,506.05,498.21,500.31,2666274,-0.001337,504.31,510.08
2024-03-12,494.23,501.42,493.81,498.23,3946094,-0.004157,503.43,509.91
2024-03-13,485.68,490.06,484.92,487.75,1763420,-0.021034,502.34,509.1
2024-03-14,481.57,485.12,479.99,484.1,1929402,-0.007483,500.92,508.4
2024-03-15,490.3,493.55,486.56,487.1,3604418,0.006197,499.21,507.65
2024-03-18,483.99,485.63,483.02,483.97,2834628,-0.006426,497.21,507.17
2024-03-19,475.56,483.36,475.15,478.79,2293989,-0.010703,495.79,506.76
2024-03-20,483.1,483.85,474.63,477.47,1203057,-0.002757,494.64,506.45
2024-03-21,465.58,467.39,463.85,464.08,2735362,-0.028044,492.72,505.85
2024-03-22,469.5,470.75,464.11,469.8,2517600,0.012325,490.42,505.15
2024-03-25,469.65,471.41,462.87,464.33,3616361,-0.011643,488.39,504.2
2024-03-26,467.36,468.14,463.09,466.01,2878883,0.003618,486.62,503.21
2024-03-27,459.2,462.86,456.21,462.38,1126318,-0.00779,485.04,502.15
2024-03-28,459.91,462.14,453.26,457.41,2657093,-0.010749,483.39,501.04
2024-03-29,446.16,448.43,444.04,447.65,1194257,-0.021338,481.37,499.62
2024-04-01,448.25,450.99,441.62,441.84,3505044,-0.012979,478.52,498.01
2024-04-02,438.95,445.54,438.94,439.87,1620374,-0.004459,475.07,496.14
2024-04-03,445.77,449.91,445.02,445.67,4110207,0.013186,472.44,494.42
2024-04-04,456.27,456.48,447.77,450.97,3129888,0.011892,470.44,492.94
2024-04-05,440.73,441.24,436.21,438.21,2230950,-0.028295,467.3,491.37
2024-04-08,436.5,438.93,434.91,436.24,4147985,-0.004496,464.09,489.98
2024-04-09,442.18,445.23,441.88,444.92,1588606,0.019897,461.43,488.76
2024-04-10,448.66,450.78,448.24,449.24,920416,0.00971,459.5,487.64
2024-04-11,450.07,458.64,447.77,451.99,2709654,0.006121,457.9,486.33
2024-04-12,451.04,452.67,447.77,451.81,2217408,-0.000398,456.13,485.21
2024-04-15,456.16,456.88,455.35,456.57,2195470,0.010535,454.76,484.02
2024-04-16,452.89,453.95,451.51,452.63,638074,-0.00863,453.45,482.82
2024-04-17,445.9,446.09,439.67,444.86,807970,-0.017166,451.82,481.37
2024-04-18,446.54,448.56,446.06,447.88,4725025,0.006789,451.01,480.14
2024-04-19,458.92,461.94,455.53,456.44,8894885,0.019112,450.35,478.83
2024-04-22,458.47,466.35,456.67,458.7,1426992,0.004951,450.06,477.66
2024-04-23,457.09,461.29,455.48,458.27,6321554,-0.000937,449.68,476.51
2024-04-24,444.52,447.15,437.14,444.48,2016904,-0.030091,448.78,475.21
2024-04-25,442.67,446.69,442.62,444.75,1724792,0.000607,448.15,473.85
2024-04-26,458.28,458.41,453.93,457.09,1945983,0.027746,448.62,472.57
2024-04-29,475.82,476.85,475.04,475.42,761174,0.040102,450.3,471.6
2024-04-30,474.05,474.62,472.14,472.23,853125,-0.00671,451.92,470.9
2024-05-01,471.01,476.18,469.17,473.63,1745327,0.002965,453.32,470.36
2024-05-02,466.91,470.56,462.06,470.22,843900,-0.0072,454.28,469.72
